classification	source	audit_sha256	actual_sha256	action	destination	existing_identical_path	status	note
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research on f.patent by mistral 2.md	cb93eee902cc5e0bd6b6699f6d603fc8fc2830fdf27f1d7a54512f5f6c227a82	cb93eee902cc5e0bd6b6699f6d603fc8fc2830fdf27f1d7a54512f5f6c227a82	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f.patent by mistral 2.md		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research on f.patent by mistral 3.md	b9fbf2c34ac71d90d682de5b77ba1d5bee0fa7f00cb18a8a8d99f292529e8f1b	b9fbf2c34ac71d90d682de5b77ba1d5bee0fa7f00cb18a8a8d99f292529e8f1b	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f.patent by mistral 3.md		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research on f.patent by mistral.pdf	9a0a142735a83a7705d2022ca4219d9232a655483028229e94a43e827f05bdaa	9a0a142735a83a7705d2022ca4219d9232a655483028229e94a43e827f05bdaa	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f.patent by mistral.pdf		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research on f.patent by qwen.md	f5363b5bd6d7373e5ab5270fa2daf7b7f2b30223650a535f6258a36a90c7726c	f5363b5bd6d7373e5ab5270fa2daf7b7f2b30223650a535f6258a36a90c7726c	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f.patent by qwen.md		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research_on_f.patent_by_qwen2.md	9e510aa8188e46f247342f961467320c62a9a0cba256f3eda50f8b9d757fdb82	9e510aa8188e46f247342f961467320c62a9a0cba256f3eda50f8b9d757fdb82	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research_on_f.patent_by_qwen2.md		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/prompts/Phase3C_OpenBraille_Deep_Research_Prompt_Final.md	a59b4743782e0e21e1472b28b116a1bf83a2ede098a28e8d5110a8ab1ce33e42	a59b4743782e0e21e1472b28b116a1bf83a2ede098a28e8d5110a8ab1ce33e42	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_OpenBraille_Deep_Research_Prompt_Final.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/prompts/Phase3C_OpenBraille_Synthesis_Prompt_Claude.md	7b0ebdef37e932e8d252b397c6fc92010cce79b6805874b1b264dfa171e911d8	7b0ebdef37e932e8d252b397c6fc92010cce79b6805874b1b264dfa171e911d8	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_OpenBraille_Synthesis_Prompt_Claude.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/research/Phase3C_OpenBraille_Failed_Research_ChatGPT.pdf	864e400d3b259157346319b53eb36868b28bf183fb6ac5a1efbcbb6315424e06	864e400d3b259157346319b53eb36868b28bf183fb6ac5a1efbcbb6315424e06	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/OpenBraille/Phase3C_Failed_Raw_Research/Phase3C_OpenBraille_Failed_Research_ChatGPT.pdf		COPIED_AND_VERIFIED	Failed OpenBraille Phase 3C research preserved for provenance.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/research/Phase3C_OpenBraille_Raw_Research_Gemini.docx	a1d2b01cdbaa412c79251ffec0b7fad9e606aa16609a664a88b6ebd8149b8b7c	a1d2b01cdbaa412c79251ffec0b7fad9e606aa16609a664a88b6ebd8149b8b7c	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_OpenBraille_Raw_Research_Gemini.docx		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/research/Phase3C_OpenBraille_Raw_Research_Mistral.md	aff5ebe5ff1fedfc5cc52cb9ef52d6b742ea495ff5304eb5acedaa8ff7e21c83	aff5ebe5ff1fedfc5cc52cb9ef52d6b742ea495ff5304eb5acedaa8ff7e21c83	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_OpenBraille_Raw_Research_Mistral.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/research/Phase3C_OpenBraille_Raw_Research_Perplexity.docx	6350e11ac346e30fbb3ca252a40367e4394bfcf1cf9e1f2ad8c84fcf1bf3545d	6350e11ac346e30fbb3ca252a40367e4394bfcf1cf9e1f2ad8c84fcf1bf3545d	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_OpenBraille_Raw_Research_Perplexity.docx		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/OpenBraille/research/Phase3C_OpenBraille_Raw_Research_Qwen.md	3416c5526a1c73e5b29acf0117d45b4a5ee86cc1391eb9a105ca6710d0048f2b	3416c5526a1c73e5b29acf0117d45b4a5ee86cc1391eb9a105ca6710d0048f2b	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/OpenBraille/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_OpenBraille_Raw_Research_Qwen.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/Phase3C_TrueMoist_PDR_Patch_Historical.md	fd2965c371701c137897cda021885bce46e5b6b0c0d2e14126d6903c7078b3a1	fd2965c371701c137897cda021885bce46e5b6b0c0d2e14126d6903c7078b3a1	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/01_Superseded/TrueMoist/Phase3C_TrueMoist_PDR_Patch_Historical.md		COPIED_AND_VERIFIED	Historical TrueMoist PDR patch; superseded by final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/by claude/Phase3C_TrueMoist_Architecture_Report_by_Claude.md	e494a9d8bc1894a1d433deceea8b1a7bc9fc0c05ff5591d28f66fca5249c990c	e494a9d8bc1894a1d433deceea8b1a7bc9fc0c05ff5591d28f66fca5249c990c	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Phase3C_TrueMoist_Architecture_Report_by_Claude.md		COPIED_AND_VERIFIED	Earlier TrueMoist architecture, memory or Decision Register v1.1.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/by claude/Phase3C_TrueMoist_MEMORY.md	e19bfa953ec27bbbc3c64a142f81df3c71e2a5fd2e5ff9747fb52e8c061f54f2	e19bfa953ec27bbbc3c64a142f81df3c71e2a5fd2e5ff9747fb52e8c061f54f2	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Phase3C_TrueMoist_MEMORY.md		COPIED_AND_VERIFIED	Earlier TrueMoist architecture, memory or Decision Register v1.1.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/by claude/Project_mC_Decision_Register_v1_1.md	11efb57dac75c36c80f2d27c17c2689dbae645efca821a1d1b5d4574eeeed112	11efb57dac75c36c80f2d27c17c2689dbae645efca821a1d1b5d4574eeeed112	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Project_mC_Decision_Register_v1_1.md		COPIED_AND_VERIFIED	Earlier TrueMoist architecture, memory or Decision Register v1.1.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/prompts/Phase3C_TrueMoist_Deep_Research_Prompt_Final.md	da66d2b9259a007d390b7fdc2766b9349bf88497cd60af3bc0c5e6855cddd08e	da66d2b9259a007d390b7fdc2766b9349bf88497cd60af3bc0c5e6855cddd08e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_TrueMoist_Deep_Research_Prompt_Final.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/prompts/Phase3C_TrueMoist_Synthesis_Prompt_Final.md	144617f2efe8ef6db6122d00039fcc3566d8aab03649e003837eea5c0a60618e	144617f2efe8ef6db6122d00039fcc3566d8aab03649e003837eea5c0a60618e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_TrueMoist_Synthesis_Prompt_Final.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/research/Phase3C_TrueMoist_Raw_Research_ChatGPT.pdf	87ccbd3416f3f7bb58e544095a1e20560f9561ffe72db82f868d17bf942812e7	87ccbd3416f3f7bb58e544095a1e20560f9561ffe72db82f868d17bf942812e7	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_TrueMoist_Raw_Research_ChatGPT.pdf		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/research/Phase3C_TrueMoist_Raw_Research_Gemini.docx	b0eab8009831f5b719bf9d20ad1f25e9bcc549fc260a078a5be2531dc86e5b24	b0eab8009831f5b719bf9d20ad1f25e9bcc549fc260a078a5be2531dc86e5b24	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_TrueMoist_Raw_Research_Gemini.docx		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/research/Phase3C_TrueMoist_Raw_Research_Mistral.md	706d9ae47b256de0bb01d2836c3b24095b4109fd6c1011491aa88d32799fd1c5	706d9ae47b256de0bb01d2836c3b24095b4109fd6c1011491aa88d32799fd1c5	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_TrueMoist_Raw_Research_Mistral.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/TrueMoist/research/Phase3C_TrueMoist_Raw_Research_Perplexity.md	caefe1da05e1963e0cd9c3916fc50d4c2e4b396006cdf39ebf8eee893f0c3187	caefe1da05e1963e0cd9c3916fc50d4c2e4b396006cdf39ebf8eee893f0c3187	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/TrueMoist/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_TrueMoist_Raw_Research_Perplexity.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/prompts/Phase3C_VibeGuard_Deep_Research_Prompt_Final.md	af08518f2c65bc8a53ff2520775415d2fd7f3bd5da2fc7e37018ae96a0c412d6	af08518f2c65bc8a53ff2520775415d2fd7f3bd5da2fc7e37018ae96a0c412d6	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_VibeGuard_Deep_Research_Prompt_Final.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/prompts/Phase3C_VibeGuard_Synthesis_Prompt_Claude.md	26b50889394442be4fb22e26fad74b6ca97c7e5765f330b92b241ff8e69c1a2e	26b50889394442be4fb22e26fad74b6ca97c7e5765f330b92b241ff8e69c1a2e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_VibeGuard_Synthesis_Prompt_Claude.md		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/prompts/Phase3C_VibeGuard_Synthesis_Prompt_Claude.mmd	59ae97bd4407b3e18cb2fb9ac99abdeeaf9aa3fdc3f5cb5e6f8ea67f330da47e	59ae97bd4407b3e18cb2fb9ac99abdeeaf9aa3fdc3f5cb5e6f8ea67f330da47e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Prompts/Phase3C_VibeGuard_Synthesis_Prompt_Claude.mmd		COPIED_AND_VERIFIED	Historical Phase 3C prompt; subordinate to final architecture.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/research/Phase3C_VibeGuard_Raw_Research_Gemini.docx	39a249ed0b0c9d76b0372e558b04d47a837b6a1849848f84fa9bf88f1ade0921	39a249ed0b0c9d76b0372e558b04d47a837b6a1849848f84fa9bf88f1ade0921	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_VibeGuard_Raw_Research_Gemini.docx		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/research/Phase3C_VibeGuard_Raw_Research_Mistral.md	86efffd004de1dd811343d0d6def5c8955189f66aa56af244f6b5d2d4dacc355	86efffd004de1dd811343d0d6def5c8955189f66aa56af244f6b5d2d4dacc355	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_VibeGuard_Raw_Research_Mistral.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/research/Phase3C_VibeGuard_Raw_Research_Perplexity.md	0b1a2ea090cbc3630e84f4c4902e307e72751ca531f85bfe473285f74f4df368	0b1a2ea090cbc3630e84f4c4902e307e72751ca531f85bfe473285f74f4df368	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_VibeGuard_Raw_Research_Perplexity.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/VibeGuard/research/Phase3C_VibeGuard_Raw_Research_Qwen.md	a16b18b36f221d2a3f4de53d65068de3bb20d253e0d550c60c7735b30ae19f4d	a16b18b36f221d2a3f4de53d65068de3bb20d253e0d550c60c7735b30ae19f4d	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/03_CONCEPT_PORTFOLIO/VibeGuard/06_Historical_Phase3C_Research_and_Prompts/Raw_Engineering_Research/Phase3C_VibeGuard_Raw_Research_Qwen.md		COPIED_AND_VERIFIED	Historical Phase 3C engineering research; not the later controlled patent-research set.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/01_CURRENT_STRUCTURE_ANALYSIS.md	364f2fb74e1ed35bc1024c0185d504618a32e858c621e0937add45d80f03d27b	364f2fb74e1ed35bc1024c0185d504618a32e858c621e0937add45d80f03d27b	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/01_CURRENT_STRUCTURE_ANALYSIS.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/02_FILE_MANIFEST.csv	959fd614ded4de4b178ddf31b03191d1192e34d32ba5575cb678e055df926521	959fd614ded4de4b178ddf31b03191d1192e34d32ba5575cb678e055df926521	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/02_FILE_MANIFEST.csv		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/02_FILE_MANIFEST.pdf	904d6fb0000cede691fe9b28a897db5e44413e95a2ff5ce6ffcc62bee88fd1af	904d6fb0000cede691fe9b28a897db5e44413e95a2ff5ce6ffcc62bee88fd1af	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/02_FILE_MANIFEST.pdf		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/03_DUPLICATE_REPORT.md	e73b55d4f36f630dfc45d61147e0d683a364af1f0e28a95f54c5da972cc24925	e73b55d4f36f630dfc45d61147e0d683a364af1f0e28a95f54c5da972cc24925	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/03_DUPLICATE_REPORT.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/04_AUTHORITY_AMBIGUITIES.md	2af657ba4e6666650bc2c4c44a13c6ba5b87feb292efa1d4a7349c06835b4fc3	2af657ba4e6666650bc2c4c44a13c6ba5b87feb292efa1d4a7349c06835b4fc3	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/04_AUTHORITY_AMBIGUITIES.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/05_NAMING_AND_PLACEMENT_ISSUES.md	3cb55e747e4d7b47b7af61a78c627db0ee3cd274618ee32af01ba4e37303176e	3cb55e747e4d7b47b7af61a78c627db0ee3cd274618ee32af01ba4e37303176e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/05_NAMING_AND_PLACEMENT_ISSUES.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/06_SECURITY_AND_UNKNOWN_FILES.md	e341c54c577ba5bc7f04b97d7c3d11d59dace003914cbd9df3f8995d15977afe	e341c54c577ba5bc7f04b97d7c3d11d59dace003914cbd9df3f8995d15977afe	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/06_SECURITY_AND_UNKNOWN_FILES.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/REPOSITORY_AUDIT/07_MINIMAL_CLEANUP_PROPOSAL.md	a4ced05912df7c4a17f117039e8ae12b73601bf12bda2a2a28b0640f5beaafab	a4ced05912df7c4a17f117039e8ae12b73601bf12bda2a2a28b0640f5beaafab	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/07_MINIMAL_CLEANUP_PROPOSAL.md		COPIED_AND_VERIFIED	Original repository-audit record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/Tentative Course List (July - Dec 2026) - Google Drive.html	dc81153fc0ad8d9fb1951524a9fe23c450f5fc3c05aab8a390bb6a3cb35b14e3		EXCLUDE			INTENTIONALLY_EXCLUDED	Unrelated course-planning webpage export.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/ZEROTH PRESENTATION/others ppt/GROUP 4 .pptx	9ec7f4fecc5cbf1bf9e4551e2a74e0f483e9bc9ebadd0a7cc50b898a9a871c82	9ec7f4fecc5cbf1bf9e4551e2a74e0f483e9bc9ebadd0a7cc50b898a9a871c82	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/05_TEACHER_AND_REVIEWS/03_Other_Groups/Presentations/GROUP 4 .pptx		COPIED_AND_VERIFIED	Peer-group presentation; reference only.
UPLOAD_PACK_PROVENANCE_REVIEW	/home/paradoxpete/Documents/PROJECT_UPLOAD_PACKS/OpenBraille_Patent_Synthesis_Input/00_READ_FIRST_OpenBraille_Synthesis_Instructions.md	b487647fb66611fa626ab2115f3b30e9d5e14398e02bbf430ade127d957af2ad	b487647fb66611fa626ab2115f3b30e9d5e14398e02bbf430ade127d957af2ad	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/06_TRANSPORT_AND_PROVENANCE/01_Governing_Instructions/Historical_Upload_Pack_Variants/OpenBraille_Patent_Synthesis_Input__00_READ_FIRST_OpenBraille_Synthesis_Instructions.md		COPIED_AND_VERIFIED	Older upload-package instruction variant; non-canonical.
UPLOAD_PACK_PROVENANCE_REVIEW	/home/paradoxpete/Documents/PROJECT_UPLOAD_PACKS/VibeGuard_Patent_Research_Input/00_READ_FIRST_VibeGuard_Patent_Research_Instructions.md	2be44bcc6702ccabbae554776e32c3aa6faaff26bcc4fd29e053b5ad9ea8b987	2be44bcc6702ccabbae554776e32c3aa6faaff26bcc4fd29e053b5ad9ea8b987	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/06_TRANSPORT_AND_PROVENANCE/01_Governing_Instructions/Historical_Upload_Pack_Variants/VibeGuard_Patent_Research_Input__00_READ_FIRST_VibeGuard_Patent_Research_Instructions.md		COPIED_AND_VERIFIED	Older upload-package instruction variant; non-canonical.
